Name,Price,Rating,Review Counts,link
PlayStation 4 Console - 1TB Slim Edition,$394.00,4.8 out of 5 stars,"3,755",https://www.amazon.com//PlayStation-4-Console-1TB-Slim/dp/B074LRF639/ref=sr_1_1?dchild=1&keywords=ps4&qid=1611995899&sr=8-1
"SONY PlayStation 4 Slim 1TB Console, Light & Slim PS4 System, 1TB Hard Drive, All the Greatest Games, TV, Music & More",$489.95,4.7 out of 5 stars,512,https://www.amazon.com//PlayStation-Console-Light-System-Greatest-4/dp/B077QT6K94/ref=sr_1_2?dchild=1&keywords=ps4&qid=1611995899&sr=8-2
Sony PlayStation 4 Pro 1TB Console - Black (PS4 Pro),$629.00,4.7 out of 5 stars,"2,799",https://www.amazon.com//Sony-PlayStation-Pro-1TB-Console-4/dp/B07K14XKZH/ref=sr_1_3?dchild=1&keywords=ps4&qid=1611995899&sr=8-3
DualShock 4 Wireless Controller for PlayStation 4 - Gold,$64.99,4.7 out of 5 stars,"86,264",https://www.amazon.com//DualShock-Wireless-Controller-PlayStation-Gold-4/dp/B071RSSMLL/ref=sr_1_4?dchild=1&keywords=ps4&qid=1611995899&sr=8-4
Amazon.com Gift Card Balance Reload,$50.00,4.6 out of 5 stars,"230,532",https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A004689522CQ1XD7SZYB7&url=%2FAmazon-com-Gift-Card-Balance-Reload%2Fdp%2FB00IX1I3G6%2Fref%3Dsr_1_5_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995899%26sr%3D8-5-spons%26psc%3D1&qualifier=1611995899&id=2051570543483294&widgetName=sp_mtf
PlayStation 4 Slim 1TB Console - Marvel's Spider-Man Bundle [Discontinued],$426.49,4.7 out of 5 stars,"2,053",https://www.amazon.com//PlayStation-Slim-1TB-Console-Spider-Man-4/dp/B07HHW8C4V/ref=sr_1_6?dchild=1&keywords=ps4&qid=1611995899&sr=8-6
DualShock 4 Wireless Controller for PlayStation 4 - Midnight Blue,$64.99,4.7 out of 5 stars,"86,264",https://www.amazon.com//DualShock-Wireless-Controller-PlayStation-Midnight-4/dp/B0799976M1/ref=sr_1_7?dchild=1&keywords=ps4&qid=1611995899&sr=8-7
"Turtle Beach Recon 70 Gaming Headset for PlayStation 5, PS4 Pro, PS4, Xbox One & Xbox Series X|S, Nintendo Switch, PC, and Mobile",$39.95,4.5 out of 5 stars,"40,210",https://www.amazon.com//Turtle-Gaming-Headset-PlayStation-Nintendo-4/dp/B07NQX1J99/ref=sr_1_8?dchild=1&keywords=ps4&qid=1611995899&sr=8-8
Turtle Beach Stealth 600 Gen 2 Wireless Gaming Headset for PlayStation 5 and PlayStation 4,$99.95,4.6 out of 5 stars,"4,039",https://www.amazon.com//Stealth-Wireless-Gaming-Headset-PlayStation-Console/dp/B08D46V1TK/ref=sr_1_9?dchild=1&keywords=ps4&qid=1611995899&sr=8-9
"Orzly Gaming Headset for PC and Gaming Consoles PS5, PS4, Xbox Series X | S, Xbox ONE, Nintendo Switch & Google Stadia Stereo Sound Headphones with Noise Cancelling mic - Hornet RXH-20 Abyss Edition",$34.99,4.3 out of 5 stars,693,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A04349833LT9OWRF8KCMF&url=%2FOrzly-Consoles-Nintendo-Headphones-Cancelling%2Fdp%2FB08HL9Y8G3%2Fref%3Dsr_1_10_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995899%26sr%3D8-10-spons%26psc%3D1&qualifier=1611995899&id=2051570543483294&widgetName=sp_mtf
"Orzly Gaming Headset for PC and Gaming Consoles PS5, PS4, Xbox Series X | S, Xbox ONE, Nintendo Switch & Google Stadia Stereo Sound Headphones with Noise Cancelling mic - Hornet RXH-20 Abyss Edition",$34.99,4.3 out of 5 stars,693,https://www.amazon.com//Orzly-Consoles-Nintendo-Headphones-Cancelling/dp/B08HL9Y8G3/ref=sr_1_11?dchild=1&keywords=ps4&qid=1611995899&sr=8-11
"Game Controller for PS4,Wireless Controller for Playstation 4 with Dual Vibration Game Joystick (White)",$27.99,3.8 out of 5 stars,"6,141",https://www.amazon.com//PS4-Controller-DualShock-Playstation-Transparent/dp/B07MWSKN4V/ref=sr_1_12?dchild=1&keywords=ps4&qid=1611995899&sr=8-12
Marvel's Spider-Man: Miles Morales (PS4),$70.09,4.5 out of 5 stars,41,https://www.amazon.com//Marvels-Spider-Man-Miles-Morales-playstation-4/dp/B08KSN7GF4/ref=sr_1_13?dchild=1&keywords=ps4&qid=1611995899&sr=8-13
Playstation Move Twin Pack (PS4),N/A,4.5 out of 5 stars,"3,980",https://www.amazon.com//Playstation-Move-Twin-Pack-PS4-4/dp/B079JCLPBC/ref=sr_1_14?dchild=1&keywords=ps4&qid=1611995899&sr=8-14
Sades SA920 3.5mm Wired Stereo Gaming Over Ear Headset with Microphone and Revolution Volume Control for Xbox One / Xbox 360 / PS4 / PC /Cell phones / iPad (Black/White),$19.99,4.1 out of 5 stars,"1,454",https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A10327261BM1M53I71JF5&url=%2FVersion-Headphones-Sades-Headset-Microphone%2Fdp%2FB0749HKP56%2Fref%3Dsr_1_15_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995899%26sr%3D8-15-spons%26psc%3D1&qualifier=1611995899&id=2051570543483294&widgetName=sp_mtf
$50 PlayStation Store Gift Card [Digital Code],$50.00,4.7 out of 5 stars,"125,660",https://www.amazon.com//PlayStation-Store-Gift-Card-Digital/dp/B004RMK4P8/ref=sr_1_16?dchild=1&keywords=ps4&qid=1611995899&sr=8-16
Collective Minds Strike Pack F.P.S. Dominator Controller Adapter with MODS & Paddles for PS4,$37.74,4.2 out of 5 stars,"17,273",https://www.amazon.com//Collective-Dominator-Controller-Adapter-playstation-4/dp/B01L8QHXJA/ref=sr_1_17?dchild=1&keywords=ps4&qid=1611995899&sr=8-17
"Logitech Dual-Motor Feedback Driving Force G29 Gaming Racing Wheel with Responsive Pedals for PlayStation 5, PlayStation 4 and PlayStation 3 - Black",N/A,4.7 out of 5 stars,"12,920",https://www.amazon.com//Logitech-Dual-motor-Feedback-Responsive-PlayStation/dp/B00Z0UWWYC/ref=sr_1_18?dchild=1&keywords=ps4&qid=1611995899&sr=8-18
MLB The Show 20 - Playstation 4,$21.00,4.6 out of 5 stars,18,https://www.amazon.com//MLB-Show-20-Playstation-4/dp/B08R5DXQD1/ref=sr_1_19?dchild=1&keywords=ps4&qid=1611995899&sr=8-19
PS5 Vertical Stand w/Dual Cooling Fans – Playstation Controller Charging Dock – 3 USB Ports for Data Transfer,$34.99,N/A,N/A,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0498984DQ8GWI6D8XEH&url=%2FVertical-Stand-Dual-Cooling-Fans%2Fdp%2FB08PQ6XJRQ%2Fref%3Dsr_1_20_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995899%26sr%3D8-20-spons%26psc%3D1&qualifier=1611995899&id=2051570543483294&widgetName=sp_btf
"AimControllers PS4 Controller with Paddles Custom Wireless, Playstation 4 Personalized Gamepad, Paddles - Black and Pink",$139.99,3.5 out of 5 stars,10,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03266993NYRH79C2GALD&url=%2FAimControllers-Controller-Wireless-Playstation-Personalized%2Fdp%2FB08BCSHL2R%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995899%26sr%3D8-21-spons%26psc%3D1&qualifier=1611995899&id=2051570543483294&widgetName=sp_btf
SADES Stereo Gaming Headset -Spirits- Headphones with Noise-Reduction Microphone & Control-Remote for PC Computers Laptop PS4 New Xbox One Cellphones Tablets - Pink,$24.99,4.4 out of 5 stars,127,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03831751V50FGK1E4038&url=%2FSADES-Headphones-Noise-Reduction-Microphone-Control-Remote%2Fdp%2FB0855GJDHC%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995899%26sr%3D8-22-spons%26psc%3D1%26smid%3DA2S1SAMB527ZKU&qualifier=1611995899&id=2051570543483294&widgetName=sp_btf
"Volutz Equilibrium Series Nylon Braided Micro-USB to USB Cable - Assorted Lengths (10 Feet, 6.5 Feet, 3X 3.3 Feet), Pack of 5",$15.98,4.5 out of 5 stars,"7,322",https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0558679WGXBYZKHRXEY&url=%2FVolutz-Braided-Charging-Android-Windows%2Fdp%2FB00T38OHQ8%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995902%26sr%3D8-17-spons%26psc%3D1&qualifier=1611995902&id=1386646766565223&widgetName=sp_atf_next
"HyperX Cloud Flight - Wireless Gaming Headset, with Long Lasting Battery Upto 30 hours of Use, Detachable Noise Cancelling Microphone, Red LED Light, Bass, Comfortable Memory Foam, PS4, PC, PS4 Pro",$124.99,4.4 out of 5 stars,"6,641",https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A075877030DPM54719PTE&url=%2FHyperX-Cloud-Flight-Detachable-Comfortable%2Fdp%2FB077ZGRY9V%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995902%26sr%3D8-18-spons%26psc%3D1&qualifier=1611995902&id=1386646766565223&widgetName=sp_atf_next
PlayStation 4 Slim 1TB Console,N/A,4.8 out of 5 stars,"10,926",https://www.amazon.com//PlayStation-4-Slim-1TB-Console/dp/B071CV8CG2/ref=sr_1_19?dchild=1&keywords=ps4&qid=1611995902&sr=8-19
PlayStation 4 Pro 1TB Console,N/A,4.8 out of 5 stars,"10,004",https://www.amazon.com//PlayStation-4-Pro-1TB-Console/dp/B01LOP8EZC/ref=sr_1_20?dchild=1&keywords=ps4&qid=1611995902&sr=8-20
PlayStation 4 500GB Console [Old Model][Discontinued],N/A,4.6 out of 5 stars,"12,739",https://www.amazon.com//PlayStation-500GB-Console-Model-Discontinued-4/dp/B00BGA9WK2/ref=sr_1_21?dchild=1&keywords=ps4&qid=1611995902&sr=8-21
PlayStation 4 Slim 500GB Console [Discontinued],$382.00,4.6 out of 5 stars,"1,268",https://www.amazon.com//PlayStation-4-Slim-500GB-Console-Discontinued/dp/B01M0RU6LY/ref=sr_1_22?dchild=1&keywords=ps4&qid=1611995902&sr=8-22
Holiday Ultimate Bundle Playstation 4 1TB Slim w/bonus Marvel's Spider-Man: Game of The Year Edition,N/A,4.7 out of 5 stars,689,https://www.amazon.com//Holiday-Ultimate-Playstation-Marvels-Spider-Man/dp/B082Z7GLS1/ref=sr_1_23?dchild=1&keywords=ps4&qid=1611995902&sr=8-23
Call Of Duty: Modern Warfare PS4 Pro Bundle (PS4),N/A,4.6 out of 5 stars,394,https://www.amazon.com//Call-Duty-Modern-Warfare-Bundle/dp/B07YM1VZLR/ref=sr_1_24?dchild=1&keywords=ps4&qid=1611995902&sr=8-24
PlayStation VR Marvel's Iron Man VR Bundle,$349.99,4.6 out of 5 stars,30,https://www.amazon.com//PlayStation-Marvels-Iron-Man-Bundle-4/dp/B08NRGF2DL/ref=sr_1_25?dchild=1&keywords=ps4&qid=1611995902&sr=8-25
DualShock 4 Wireless Controller for PlayStation 4 - Magma Red,$64.98,4.7 out of 5 stars,"86,264",https://www.amazon.com//DualShock-Wireless-Controller-PlayStation-Magma-4/dp/B01MD19OI2/ref=sr_1_26?dchild=1&keywords=ps4&qid=1611995902&sr=8-26
"PS4 Slim Pro Controller Charger Vertical Stand Cooler, Likorlove Multifunctional Cooling Holder Charging Station with LED Indicators 10PCS Games Storage Dock Compatible for Playstation 4",$26.99,4.4 out of 5 stars,394,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A09617022GNFHB64IRK7H&url=%2FController-Likorlove-Multifunctional-Indicators-Playstation%2Fdp%2FB08C2939YH%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995902%26sr%3D8-27-spons%26psc%3D1&qualifier=1611995902&id=1386646766565223&widgetName=sp_mtf
"RGB LED Gaming Headset for PC, Xbox One, PS4, Ultralight Over-Ear Headphones with Noise Cancelling MIC, Stereo Surround Sound Earphones, Gift idea for Kids, boy, Teen, Gamer",$23.99,4.5 out of 5 stars,112,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A02869091G7PMP7MSKM5C&url=%2FSVYHUOK-Ultralight-Headphones-Cancelling-Light%25EF%25BC%258CStereo%2Fdp%2FB07WSXT1K5%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995902%26sr%3D8-28-spons%26psc%3D1&qualifier=1611995902&id=1386646766565223&widgetName=sp_mtf
"VOYEE Gaming Headset Replacement for Xbox/PC/PS5/PS4 Headset, Wired Noise Canceling Over Ear Headphone with Mic/Surround Sound/LED Light Compatible with Switch/PC/PS5/PS4/Xbox One/Laptop/Tablet/Mac",$20.99,4.7 out of 5 stars,40,https://www.amazon.com//VOYEE-Replacement-Canceling-Headphone-Compatible/dp/B08LBBQQRL/ref=sr_1_29?dchild=1&keywords=ps4&qid=1611995902&sr=8-29
Wireless Bluetooth Controller for Playstation 4 with Dual Vibration Compatible with Windows PC & Android OS-Red Camouflage,$29.99,4.6 out of 5 stars,525,https://www.amazon.com//Bluetooth-Controller-Playstation-Compatible-Camouflage/dp/B08MTV7Z2V/ref=sr_1_30?dchild=1&keywords=ps4&qid=1611995902&sr=8-30
"HyperX Cloud Stinger Core – Wireless Gaming Headset, for PS4, PS5, PC, Lightweight, Durable Steel Sliders, Noise-Cancelling Microphone - White",$79.99,4.5 out of 5 stars,505,https://www.amazon.com//HyperX-Cloud-Stinger-Core-Noise-Cancelling/dp/B08BTHXJFN/ref=sr_1_31?dchild=1&keywords=ps4&qid=1611995902&sr=8-31
"EasySMX PC Headset, Headset with Mic, 7.1 Surround Sound, On-Earcup Control, RGB LED Lights, PS4 Gaming Headset",$39.99,4.7 out of 5 stars,12,https://www.amazon.com//EasySMX-Headset-Surround-Earcup-Control/dp/B08C7KSPSB/ref=sr_1_32?dchild=1&keywords=ps4&qid=1611995902&sr=8-32
Marvel's Spider-Man: Miles Morales Launch Edition - PlayStation 4,$49.88,4.9 out of 5 stars,"7,646",https://www.amazon.com//Marvels-Spider-Man-Miles-Morales-Launch-PlayStation/dp/B08JHVG9ZJ/ref=sr_1_33?dchild=1&keywords=ps4&qid=1611995902&sr=8-33
PowerA USB Charging Cable for PlayStation 4,$6.99,4.6 out of 5 stars,"25,313",https://www.amazon.com//PowerA-USB-Charging-Cable-PlayStation-4/dp/B00HUXPZPK/ref=sr_1_34?dchild=1&keywords=ps4&qid=1611995902&sr=8-34
Danganronpa Trilogy (PS4),$59.69,4.8 out of 5 stars,893,https://www.amazon.com//Danganronpa-Trilogy-PS4-playstation-4/dp/B07MHPPBQ7/ref=sr_1_35?dchild=1&keywords=ps4&qid=1611995902&sr=8-35
"Game Controller for PS4 (Electric Purple), Dual Vibration Compatible with Windows PC & Android OS, Wireless Bluetooth Controller for Playstation 4",$31.49,3.8 out of 5 stars,48,https://www.amazon.com//Controller-Vibration-Compatible-Bluetooth-Playstation/dp/B08LGCGFGK/ref=sr_1_36?dchild=1&keywords=ps4&qid=1611995902&sr=8-36
"Xbox One,PS4 PS5 Stereo Gaming Headset, 3.5mm Wired Over Ear Noise Cancelling Gaming Headphones with Mic & Volume Control & Bass Surround for Mac/PC/Laptop",$19.99,4.4 out of 5 stars,178,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A02058972J6QO16MXIAED&url=%2FStereo-Headset%25EF%25BC%258C3-5mm-Cancelling-Headphones-Control-Surround%2Fdp%2FB07SDTFCGN%2Fref%3Dsr_1_37_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995902%26sr%3D8-37-spons%26psc%3D1&qualifier=1611995902&id=1386646766565223&widgetName=sp_btf
"Xbox Headset, Stereo Surround Sound Gaming Headset with Mic&LED Light&Noise Cancelling for Xbox One,PS4, PS5 Over Ear Headphones with Mic for PC Laptop Mac Nintendo Switch, Computer Games",$16.99,4.4 out of 5 stars,415,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A02055613T06DH487BVQK&url=%2FSADES-SA810GT-Nintendo-Cancelling-Headphones%2Fdp%2FB08867MKF2%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995902%26sr%3D8-38-spons%26psc%3D1&qualifier=1611995902&id=1386646766565223&widgetName=sp_btf
"Gaming Headset for New Xbox One PS4 PC Laptop Tablet with Mic, Over Ear Headphones, Noise Canceling, Stereo Bass Surround for Kids Mac Smartphones Cellphone … (red)",$21.99,4.5 out of 5 stars,204,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A02031821XR1DBXPZ2NVW&url=%2FHeadphones-Canceling-Surround-Smartphones-Cellphone%2Fdp%2FB07GJHBJNT%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995904%26sr%3D8-33-spons%26psc%3D1&qualifier=1611995904&id=1380305938693084&widgetName=sp_atf_next
"SADES SA810 Stereo Gaming Headset for Xbox One, PS4, PC, Controller, Surround Sound Over-Ear Headphones with Noise Cancelling Mic, Light Weight Design Volume Control for Laptop Mac Compute",$25.99,4.3 out of 5 stars,182,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A084942740SCRFXH2LVF&url=%2FSADES-Over-Ear-Headphones-Canceling-Smartphone%2Fdp%2FB07CGL1XWJ%2Fref%3Dsr_1_34_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995904%26sr%3D8-34-spons%26psc%3D1&qualifier=1611995904&id=1380305938693084&widgetName=sp_atf_next
"Christmas Alpine Green and Red Camo PS4 Controller 2 Pack - AUGEX Wireless PS4 Remote Control for Sony Playstation 4（Red Camouflage and Green Joystick PS4,2020 New）…",$52.88,4.5 out of 5 stars,280,https://www.amazon.com//Christmas-Alpine-Green-Camo-Controller/dp/B08HYJ9TW5/ref=sr_1_35?dchild=1&keywords=ps4&qid=1611995904&sr=8-35
"PUNWEOS Wireless PS4 Controller for Playstation 4, DualShock 4 Game Controller with Gyro/HD Dual Vibration/Touch Panel/LED Indicator Gamepad Remote Joystick for Playstation 4/Pro/Slim(Red)",$38.99,4.3 out of 5 stars,73,https://www.amazon.com//PUNWEOS-Controller-Playstation-DualShock-Vibration/dp/B08L6P6SMH/ref=sr_1_36?dchild=1&keywords=ps4&qid=1611995904&sr=8-36
$100 PlayStation Store Gift Card [Digital Code],$100.00,4.7 out of 5 stars,"125,690",https://www.amazon.com//PlayStation-Store-Gift-Card-Digital/dp/B00K59HKIQ/ref=sr_1_37?dchild=1&keywords=ps4&qid=1611995904&sr=8-37
"XIBERIA Wireless Gaming Headset for PS4,PC with Microphone,Lossless 2.4GHz Ultra-Low Latency,Double Chamber Drivers,Noise Cancelling MIC,Long Battery Life（Xbox One in Wired Mode）",$49.99,4.2 out of 5 stars,172,https://www.amazon.com//XIBERIA-Microphone-Ultra-Low-Cancelling-Life%EF%BC%88Xbox/dp/B08J82VNSW/ref=sr_1_38?dchild=1&keywords=ps4&qid=1611995904&sr=8-38
Cyberpunk 2077 - PlayStation 4,$34.94,3.6 out of 5 stars,"10,158",https://www.amazon.com//Cyberpunk-2077-PlayStation-4/dp/B07DJWBYKP/ref=sr_1_39?dchild=1&keywords=ps4&qid=1611995904&sr=8-39
Minecraft Starter Collection - PlayStation 4,$29.49,4.8 out of 5 stars,"4,392",https://www.amazon.com//Minecraft-Starter-Collection-PlayStation-4/dp/B0815VFZRL/ref=sr_1_40?dchild=1&keywords=ps4&qid=1611995904&sr=8-40
Just Dance 2021 - PlayStation 4 Standard Edition,$25.00,4.8 out of 5 stars,"1,283",https://www.amazon.com//Just-Dance-2021-PlayStation-4-Standard/dp/B08GQW42QK/ref=sr_1_41?dchild=1&keywords=ps4&qid=1611995904&sr=8-41
PS4 Mini Wired Gamepad (Red) by HORI - Officially Licensed by Sony,$29.99,4.6 out of 5 stars,864,https://www.amazon.com//Mini-Wired-Gamepad-HORI-playstation-4/dp/B01A6MKVAA/ref=sr_1_42?dchild=1&keywords=ps4&qid=1611995904&sr=8-42
"Xbox Headset, Stereo Surround Sound Gaming Headset for PS4, PS5, PC, Xbox One, Noise Cancelling Over Ear Headphones with Mic for Laptop Mac Nintendo Switch Games",$23.99,4.4 out of 5 stars,415,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02054612FDKVQ9RB2SSR&url=%2FSADES-SA810-Cancelling-Headphones-Surround%2Fdp%2FB085ZV4PDF%2Fref%3Dsr_1_43_sspa%3Fdchild%3D1%26keywords%3Dps4%26qid%3D1611995904%26sr%3D8-43-spons%26psc%3D1&qualifier=1611995904&id=1380305938693084&widgetName=sp_mtf
